"site","round","rep","species","start_date","NOTES","date","n_germ"
"MA","3","2","TO",2020-02-21,NA,2020-02-26,"0"
"MA","3","2","TO",2020-02-21,NA,2020-02-27,"0"
"MA","3","2","TO",2020-02-21,NA,2020-02-28,"2"
"MA","3","2","TO",2020-02-21,NA,2020-02-29,"NA"
"MA","3","2","TO",2020-02-21,NA,2020-03-01,"NA"
"MA","3","2","TO",2020-02-21,NA,2020-03-02,"2"
"MA","3","2","TO",2020-02-21,NA,2020-03-03,"3"
"MA","3","2","TO",2020-02-21,NA,2020-03-04,"2"
"MA","3","2","TO",2020-02-21,NA,2020-03-05,"1"
"MA","3","2","TO",2020-02-21,NA,2020-03-06,"1"
"MA","3","3","TO",2020-02-21,NA,2020-02-19,NA
"MA","3","3","TO",2020-02-21,NA,2020-02-20,NA
"MA","3","3","TO",2020-02-21,NA,2020-02-21,"NA"
"MA","3","3","TO",2020-02-21,NA,2020-02-22,"NA"
"MA","3","3","TO",2020-02-21,NA,2020-02-23,"NA"
"MA","3","3","TO",2020-02-21,NA,2020-02-24,"NA"
"MA","3","3","TO",2020-02-21,NA,2020-02-25,"NA"
"MA","3","3","TO",2020-02-21,NA,2020-02-26,"NA"
"MA","3","3","TO",2020-02-21,NA,2020-02-27,"NA"
"MA","3","3","TO",2020-02-21,NA,2020-02-28,"NA"
"MA","3","3","TO",2020-02-21,NA,2020-02-29,"NA"
"MA","3","3","TO",2020-02-21,NA,2020-03-01,"NA"
"MA","3","3","TO",2020-02-21,NA,2020-03-02,"NA"
"MA","3","3","TO",2020-02-21,NA,2020-03-03,"NA"
"MA","3","3","TO",2020-02-21,NA,2020-03-04,"NA"
"MA","3","3","TO",2020-02-21,NA,2020-03-05,"NA"
"MA","3","3","TO",2020-02-21,NA,2020-03-06,"NA"
"MA","3","4","TO",2020-02-21,NA,2020-02-19,NA
"MA","3","4","TO",2020-02-21,NA,2020-02-20,NA
"MA","3","4","TO",2020-02-21,NA,2020-02-21,"0"
"MA","3","4","TO",2020-02-21,NA,2020-02-22,"NA"
"MA","3","4","TO",2020-02-21,NA,2020-02-23,"NA"
"MA","3","4","TO",2020-02-21,NA,2020-02-24,"1"
"MA","3","4","TO",2020-02-21,NA,2020-02-25,"1"
"MA","3","4","TO",2020-02-21,NA,2020-02-26,"0"
"MA","3","4","TO",2020-02-21,NA,2020-02-27,"0"
"MA","3","4","TO",2020-02-21,NA,2020-02-28,"0"
"MA","3","4","TO",2020-02-21,NA,2020-02-29,"NA"
"MA","3","4","TO",2020-02-21,NA,2020-03-01,"NA"
"MA","3","4","TO",2020-02-21,NA,2020-03-02,"1"
"MA","3","4","TO",2020-02-21,NA,2020-03-03,"1"
"MA","3","4","TO",2020-02-21,NA,2020-03-04,"3"
"MA","3","4","TO",2020-02-21,NA,2020-03-05,"0"
"MA","3","4","TO",2020-02-21,NA,2020-03-06,"2"
"MA","3","5","TO",2020-02-21,NA,2020-02-19,NA
"MA","3","5","TO",2020-02-21,NA,2020-02-20,NA
"MA","3","5","TO",2020-02-21,NA,2020-02-21,"0"
"MA","3","5","TO",2020-02-21,NA,2020-02-22,"NA"
"MA","3","5","TO",2020-02-21,NA,2020-02-23,"NA"
"MA","3","5","TO",2020-02-21,NA,2020-02-24,"1"
"MA","3","5","TO",2020-02-21,NA,2020-02-25,"2"
"MA","3","5","TO",2020-02-21,NA,2020-02-26,"3"
"MA","3","5","TO",2020-02-21,NA,2020-02-27,"1"
"MA","3","5","TO",2020-02-21,NA,2020-02-28,"1"
"MA","3","5","TO",2020-02-21,NA,2020-02-29,"NA"
"MA","3","5","TO",2020-02-21,NA,2020-03-01,"NA"
"MA","3","5","TO",2020-02-21,NA,2020-03-02,"1"
"MA","3","5","TO",2020-02-21,NA,2020-03-03,"0"
"MA","3","5","TO",2020-02-21,NA,2020-03-04,"3"
"MA","3","5","TO",2020-02-21,NA,2020-03-05,"1"
"MA","3","5","TO",2020-02-21,NA,2020-03-06,"0"
"MA","3","6","TO",2020-02-21,NA,2020-02-19,NA
"MA","3","6","TO",2020-02-21,NA,2020-02-20,NA
"MA","3","6","TO",2020-02-21,NA,2020-02-21,"0"
"MA","3","6","TO",2020-02-21,NA,2020-02-22,"NA"
"MA","3","6","TO",2020-02-21,NA,2020-02-23,"NA"
"MA","3","6","TO",2020-02-21,NA,2020-02-24,"0"
"MA","3","6","TO",2020-02-21,NA,2020-02-25,"3"
"MA","3","6","TO",2020-02-21,NA,2020-02-26,"2"
"MA","3","6","TO",2020-02-21,NA,2020-02-27,"0"
"MA","3","6","TO",2020-02-21,NA,2020-02-28,"1"
"MA","3","6","TO",2020-02-21,NA,2020-02-29,"NA"
"MA","3","6","TO",2020-02-21,NA,2020-03-01,"NA"
"MA","3","6","TO",2020-02-21,NA,2020-03-02,"1"
"MA","3","6","TO",2020-02-21,NA,2020-03-03,"0"
"MA","3","6","TO",2020-02-21,NA,2020-03-04,"2"
"MA","3","6","TO",2020-02-21,NA,2020-03-05,"1"
"MA","3","6","TO",2020-02-21,NA,2020-03-06,"0"
"MA","3","7","TO",2020-02-21,NA,2020-02-19,NA
"MA","3","7","TO",2020-02-21,NA,2020-02-20,NA
"MA","3","7","TO",2020-02-21,NA,2020-02-21,"0"
"MA","3","7","TO",2020-02-21,NA,2020-02-22,"NA"
"MA","3","7","TO",2020-02-21,NA,2020-02-23,"NA"
"MA","3","7","TO",2020-02-21,NA,2020-02-24,"1"
"MA","3","7","TO",2020-02-21,NA,2020-02-25,"1"
"MA","3","7","TO",2020-02-21,NA,2020-02-26,"0"
"MA","3","7","TO",2020-02-21,NA,2020-02-27,"0"
"MA","3","7","TO",2020-02-21,NA,2020-02-28,"1"
"MA","3","7","TO",2020-02-21,NA,2020-02-29,"NA"
"MA","3","7","TO",2020-02-21,NA,2020-03-01,"NA"
"MA","3","7","TO",2020-02-21,NA,2020-03-02,"0"
"MA","3","7","TO",2020-02-21,NA,2020-03-03,"0"
"MA","3","7","TO",2020-02-21,NA,2020-03-04,"0"
"MA","3","7","TO",2020-02-21,NA,2020-03-05,"0"
"MA","3","7","TO",2020-02-21,NA,2020-03-06,"1"
"MA","3","8","TO",2020-02-21,NA,2020-02-19,NA
"MA","3","8","TO",2020-02-21,NA,2020-02-20,NA
"MA","3","8","TO",2020-02-21,NA,2020-02-21,"0"
"MA","3","8","TO",2020-02-21,NA,2020-02-22,"NA"
"MA","3","8","TO",2020-02-21,NA,2020-02-23,"NA"
"MA","3","8","TO",2020-02-21,NA,2020-02-24,"1"
"MA","3","8","TO",2020-02-21,NA,2020-02-25,"5"
"MA","3","8","TO",2020-02-21,NA,2020-02-26,"3"
"MA","3","8","TO",2020-02-21,NA,2020-02-27,"1"
"MA","3","8","TO",2020-02-21,NA,2020-02-28,"0"
"MA","3","8","TO",2020-02-21,NA,2020-02-29,"NA"
"MA","3","8","TO",2020-02-21,NA,2020-03-01,"NA"
"MA","3","8","TO",2020-02-21,NA,2020-03-02,"0"
"MA","3","8","TO",2020-02-21,NA,2020-03-03,"0"
"MA","3","8","TO",2020-02-21,NA,2020-03-04,"0"
"MA","3","8","TO",2020-02-21,NA,2020-03-05,"4"
"MA","3","8","TO",2020-02-21,NA,2020-03-06,"0"
"MA","3","9","TO",2020-02-21,NA,2020-02-19,NA
"MA","3","9","TO",2020-02-21,NA,2020-02-20,NA
"MA","3","9","TO",2020-02-21,NA,2020-02-21,"1"
"MA","3","9","TO",2020-02-21,NA,2020-02-22,"NA"
"MA","3","9","TO",2020-02-21,NA,2020-02-23,"NA"
"MA","3","9","TO",2020-02-21,NA,2020-02-24,"0"
"MA","3","9","TO",2020-02-21,NA,2020-02-25,"1"
"MA","3","9","TO",2020-02-21,NA,2020-02-26,"4"
"MA","3","9","TO",2020-02-21,NA,2020-02-27,"1"
"MA","3","9","TO",2020-02-21,NA,2020-02-28,"3"
"MA","3","9","TO",2020-02-21,NA,2020-02-29,"NA"
"MA","3","9","TO",2020-02-21,NA,2020-03-01,"NA"
"MA","3","9","TO",2020-02-21,NA,2020-03-02,"2"
"MA","3","9","TO",2020-02-21,NA,2020-03-03,"0"
"MA","3","9","TO",2020-02-21,NA,2020-03-04,"2"
"MA","3","9","TO",2020-02-21,NA,2020-03-05,"0"
"MA","3","9","TO",2020-02-21,NA,2020-03-06,"0"
"MA","3","10","TO",2020-02-21,NA,2020-02-19,NA
"MA","3","10","TO",2020-02-21,NA,2020-02-20,NA
"MA","3","10","TO",2020-02-21,NA,2020-02-21,"3"
"MA","3","10","TO",2020-02-21,NA,2020-02-22,"NA"
"MA","3","10","TO",2020-02-21,NA,2020-02-23,"NA"
"MA","3","10","TO",2020-02-21,NA,2020-02-24,"1"
"MA","3","10","TO",2020-02-21,NA,2020-02-25,"2"
"MA","3","10","TO",2020-02-21,NA,2020-02-26,"2"
"MA","3","10","TO",2020-02-21,NA,2020-02-27,"2"
"MA","3","10","TO",2020-02-21,NA,2020-02-28,"1"
"MA","3","10","TO",2020-02-21,NA,2020-02-29,"NA"
"MA","3","10","TO",2020-02-21,NA,2020-03-01,"NA"
"MA","3","10","TO",2020-02-21,NA,2020-03-02,"0"
"MA","3","10","TO",2020-02-21,NA,2020-03-03,"0"
"MA","3","10","TO",2020-02-21,NA,2020-03-04,"2"
"MA","3","10","TO",2020-02-21,NA,2020-03-05,"0"
"MA","3","10","TO",2020-02-21,NA,2020-03-06,"0"
"IL","3","1","TO",2020-02-20,NA,2020-02-19,NA
"IL","3","1","TO",2020-02-20,NA,2020-02-20,"32"
"IL","3","1","TO",2020-02-20,NA,2020-02-21,"5"
"IL","3","1","TO",2020-02-20,NA,2020-02-22,"NA"
"IL","3","1","TO",2020-02-20,NA,2020-02-23,"NA"
"IL","3","1","TO",2020-02-20,NA,2020-02-24,"0"
"IL","3","1","TO",2020-02-20,NA,2020-02-25,"0"
"IL","3","1","TO",2020-02-20,NA,2020-02-26,"1"
"IL","3","1","TO",2020-02-20,NA,2020-02-27,"1"
"IL","3","1","TO",2020-02-20,NA,2020-02-28,"0"
"IL","3","1","TO",2020-02-20,NA,2020-02-29,"NA"
"IL","3","1","TO",2020-02-20,NA,2020-03-01,"NA"
"IL","3","1","TO",2020-02-20,NA,2020-03-02,"0"
"IL","3","1","TO",2020-02-20,NA,2020-03-03,"0"
"IL","3","1","TO",2020-02-20,NA,2020-03-04,"0"
"IL","3","1","TO",2020-02-20,NA,2020-03-05,"1"
"IL","3","1","TO",2020-02-20,NA,2020-03-06,"0"
"IL","3","2","TO",2020-02-20,NA,2020-02-19,NA
"IL","3","2","TO",2020-02-20,NA,2020-02-20,"13"
"IL","3","2","TO",2020-02-20,NA,2020-02-21,"10"
"IL","3","2","TO",2020-02-20,NA,2020-02-22,"NA"
"IL","3","2","TO",2020-02-20,NA,2020-02-23,"NA"
"IL","3","2","TO",2020-02-20,NA,2020-02-24,"3"
"IL","3","2","TO",2020-02-20,NA,2020-02-25,"5"
"IL","3","2","TO",2020-02-20,NA,2020-02-26,"0"
"IL","3","2","TO",2020-02-20,NA,2020-02-27,"0"
"IL","3","2","TO",2020-02-20,NA,2020-02-28,"1"
"IL","3","2","TO",2020-02-20,NA,2020-02-29,"NA"
"IL","3","2","TO",2020-02-20,NA,2020-03-01,"NA"
"IL","3","2","TO",2020-02-20,NA,2020-03-02,"1"
"IL","3","2","TO",2020-02-20,NA,2020-03-03,"0"
"IL","3","2","TO",2020-02-20,NA,2020-03-04,"0"
"IL","3","2","TO",2020-02-20,NA,2020-03-05,"0"
"IL","3","2","TO",2020-02-20,NA,2020-03-06,"0"
"IL","3","3","TO",2020-02-20,NA,2020-02-19,NA
"IL","3","3","TO",2020-02-20,NA,2020-02-20,"1"
"IL","3","3","TO",2020-02-20,NA,2020-02-21,"14"
"IL","3","3","TO",2020-02-20,NA,2020-02-22,"NA"
"IL","3","3","TO",2020-02-20,NA,2020-02-23,"NA"
"IL","3","3","TO",2020-02-20,NA,2020-02-24,"5"
"IL","3","3","TO",2020-02-20,NA,2020-02-25,"4"
"IL","3","3","TO",2020-02-20,NA,2020-02-26,"1"
"IL","3","3","TO",2020-02-20,NA,2020-02-27,"3"
"IL","3","3","TO",2020-02-20,NA,2020-02-28,"5"
"IL","3","3","TO",2020-02-20,NA,2020-02-29,"NA"
"IL","3","3","TO",2020-02-20,NA,2020-03-01,"NA"
"IL","3","3","TO",2020-02-20,NA,2020-03-02,"0"
"IL","3","3","TO",2020-02-20,NA,2020-03-03,"1"
"IL","3","3","TO",2020-02-20,NA,2020-03-04,"1"
"IL","3","3","TO",2020-02-20,NA,2020-03-05,"0"
"IL","3","3","TO",2020-02-20,NA,2020-03-06,"0"
"IL","3","4","TO",2020-02-20,NA,2020-02-19,NA
"IL","3","4","TO",2020-02-20,NA,2020-02-20,"0"
"IL","3","4","TO",2020-02-20,NA,2020-02-21,"0"
"IL","3","4","TO",2020-02-20,NA,2020-02-22,"NA"
"IL","3","4","TO",2020-02-20,NA,2020-02-23,"NA"
"IL","3","4","TO",2020-02-20,NA,2020-02-24,"7"
"IL","3","4","TO",2020-02-20,NA,2020-02-25,"3"
"IL","3","4","TO",2020-02-20,NA,2020-02-26,"4"
"IL","3","4","TO",2020-02-20,NA,2020-02-27,"0"
"IL","3","4","TO",2020-02-20,NA,2020-02-28,"0"
"IL","3","4","TO",2020-02-20,NA,2020-02-29,"NA"
"IL","3","4","TO",2020-02-20,NA,2020-03-01,"NA"
"IL","3","4","TO",2020-02-20,NA,2020-03-02,"0"
"IL","3","4","TO",2020-02-20,NA,2020-03-03,"4"
"IL","3","4","TO",2020-02-20,NA,2020-03-04,"2"
"IL","3","4","TO",2020-02-20,NA,2020-03-05,"0"
"IL","3","4","TO",2020-02-20,NA,2020-03-06,"1"
"IL","3","5","TO",2020-02-20,NA,2020-02-19,NA
"IL","3","5","TO",2020-02-20,NA,2020-02-20,"22"
"IL","3","5","TO",2020-02-20,NA,2020-02-21,"12"
"IL","3","5","TO",2020-02-20,NA,2020-02-22,"NA"
"IL","3","5","TO",2020-02-20,NA,2020-02-23,"NA"
"IL","3","5","TO",2020-02-20,NA,2020-02-24,"0"
"IL","3","5","TO",2020-02-20,NA,2020-02-25,"4"
"IL","3","5","TO",2020-02-20,NA,2020-02-26,"1"
"IL","3","5","TO",2020-02-20,NA,2020-02-27,"2"
"IL","3","5","TO",2020-02-20,NA,2020-02-28,"0"
"IL","3","5","TO",2020-02-20,NA,2020-02-29,"NA"
"IL","3","5","TO",2020-02-20,NA,2020-03-01,"NA"
"IL","3","5","TO",2020-02-20,NA,2020-03-02,"0"
"IL","3","5","TO",2020-02-20,NA,2020-03-03,"0"
"IL","3","5","TO",2020-02-20,NA,2020-03-04,"0"
"IL","3","5","TO",2020-02-20,NA,2020-03-05,"0"
"IL","3","5","TO",2020-02-20,NA,2020-03-06,"0"
"IL","3","6","TO",2020-02-20,NA,2020-02-19,NA
"IL","3","6","TO",2020-02-20,NA,2020-02-20,"11"
"IL","3","6","TO",2020-02-20,NA,2020-02-21,"3"
"IL","3","6","TO",2020-02-20,NA,2020-02-22,"NA"
"IL","3","6","TO",2020-02-20,NA,2020-02-23,"NA"
"IL","3","6","TO",2020-02-20,NA,2020-02-24,"0"
"IL","3","6","TO",2020-02-20,NA,2020-02-25,"4"
"IL","3","6","TO",2020-02-20,NA,2020-02-26,"1"
"IL","3","6","TO",2020-02-20,NA,2020-02-27,"3"
"IL","3","6","TO",2020-02-20,NA,2020-02-28,"0"
"IL","3","6","TO",2020-02-20,NA,2020-02-29,"NA"
"IL","3","6","TO",2020-02-20,NA,2020-03-01,"NA"
"IL","3","6","TO",2020-02-20,NA,2020-03-02,"0"
"IL","3","6","TO",2020-02-20,NA,2020-03-03,"0"
"IL","3","6","TO",2020-02-20,NA,2020-03-04,"0"
"IL","3","6","TO",2020-02-20,NA,2020-03-05,"0"
"IL","3","6","TO",2020-02-20,NA,2020-03-06,"2"
"IL","3","7","TO",2020-02-20,NA,2020-02-19,NA
"IL","3","7","TO",2020-02-20,NA,2020-02-20,"0"
"IL","3","7","TO",2020-02-20,NA,2020-02-21,"2"
"IL","3","7","TO",2020-02-20,NA,2020-02-22,"NA"
"IL","3","7","TO",2020-02-20,NA,2020-02-23,"NA"
"IL","3","7","TO",2020-02-20,NA,2020-02-24,"0"
"IL","3","7","TO",2020-02-20,NA,2020-02-25,"3"
"IL","3","7","TO",2020-02-20,NA,2020-02-26,"1"
"IL","3","7","TO",2020-02-20,NA,2020-02-27,"1"
"IL","3","7","TO",2020-02-20,NA,2020-02-28,"1"
"IL","3","7","TO",2020-02-20,NA,2020-02-29,"NA"
"IL","3","7","TO",2020-02-20,NA,2020-03-01,"NA"
"IL","3","7","TO",2020-02-20,NA,2020-03-02,"0"
"IL","3","7","TO",2020-02-20,NA,2020-03-03,"0"
"IL","3","7","TO",2020-02-20,NA,2020-03-04,"0"
"IL","3","7","TO",2020-02-20,NA,2020-03-05,"0"
"IL","3","7","TO",2020-02-20,NA,2020-03-06,"1"
"IL","3","8","TO",2020-02-20,NA,2020-02-19,NA
"IL","3","8","TO",2020-02-20,NA,2020-02-20,"3"
"IL","3","8","TO",2020-02-20,NA,2020-02-21,"5"
"IL","3","8","TO",2020-02-20,NA,2020-02-22,"NA"
"IL","3","8","TO",2020-02-20,NA,2020-02-23,"NA"
"IL","3","8","TO",2020-02-20,NA,2020-02-24,"1"
"IL","3","8","TO",2020-02-20,NA,2020-02-25,"2"
"IL","3","8","TO",2020-02-20,NA,2020-02-26,"2"
"IL","3","8","TO",2020-02-20,NA,2020-02-27,"2"
"IL","3","8","TO",2020-02-20,NA,2020-02-28,"1"
"IL","3","8","TO",2020-02-20,NA,2020-02-29,"NA"
"IL","3","8","TO",2020-02-20,NA,2020-03-01,"NA"
"IL","3","8","TO",2020-02-20,NA,2020-03-02,"4"
"IL","3","8","TO",2020-02-20,NA,2020-03-03,"1"
"IL","3","8","TO",2020-02-20,NA,2020-03-04,"0"
"IL","3","8","TO",2020-02-20,NA,2020-03-05,"1"
"IL","3","8","TO",2020-02-20,NA,2020-03-06,"0"
"IL","3","9","TO",2020-02-20,NA,2020-02-19,NA
"IL","3","9","TO",2020-02-20,NA,2020-02-20,"0"
"IL","3","9","TO",2020-02-20,NA,2020-02-21,"8"
"IL","3","9","TO",2020-02-20,NA,2020-02-22,"NA"
"IL","3","9","TO",2020-02-20,NA,2020-02-23,"NA"
"IL","3","9","TO",2020-02-20,NA,2020-02-24,"4"
"IL","3","9","TO",2020-02-20,NA,2020-02-25,"1"
"IL","3","9","TO",2020-02-20,NA,2020-02-26,"1"
"IL","3","9","TO",2020-02-20,NA,2020-02-27,"0"
"IL","3","9","TO",2020-02-20,NA,2020-02-28,"1"
"IL","3","9","TO",2020-02-20,NA,2020-02-29,"NA"
"IL","3","9","TO",2020-02-20,NA,2020-03-01,"NA"
"IL","3","9","TO",2020-02-20,NA,2020-03-02,"4"
"IL","3","9","TO",2020-02-20,NA,2020-03-03,"0"
"IL","3","9","TO",2020-02-20,NA,2020-03-04,"0"
"IL","3","9","TO",2020-02-20,NA,2020-03-05,"1"
"IL","3","9","TO",2020-02-20,NA,2020-03-06,"0"
"IL","3","10","TO",2020-02-20,NA,2020-02-19,NA
"IL","3","10","TO",2020-02-20,NA,2020-02-20,"1"
"IL","3","10","TO",2020-02-20,NA,2020-02-21,"0"
"IL","3","10","TO",2020-02-20,NA,2020-02-22,"NA"
"IL","3","10","TO",2020-02-20,NA,2020-02-23,"NA"
"IL","3","10","TO",2020-02-20,NA,2020-02-24,"2"
"IL","3","10","TO",2020-02-20,NA,2020-02-25,"0"
"IL","3","10","TO",2020-02-20,NA,2020-02-26,"1"
"IL","3","10","TO",2020-02-20,NA,2020-02-27,"0"
"IL","3","10","TO",2020-02-20,NA,2020-02-28,"1"
"IL","3","10","TO",2020-02-20,NA,2020-02-29,"NA"
"IL","3","10","TO",2020-02-20,NA,2020-03-01,"NA"
"IL","3","10","TO",2020-02-20,NA,2020-03-02,"1"
"IL","3","10","TO",2020-02-20,NA,2020-03-03,"1"
"IL","3","10","TO",2020-02-20,NA,2020-03-04,"2"
"IL","3","10","TO",2020-02-20,NA,2020-03-05,"0"
"IL","3","10","TO",2020-02-20,NA,2020-03-06,"0"
"GB","4","1","DC",2020-03-04,NA,2020-03-04,"22"
"GB","4","1","DC",2020-03-04,NA,2020-03-05,"15"
"GB","4","1","DC",2020-03-04,NA,2020-03-06,"3"
"GB","4","1","DC",2020-03-04,NA,2020-03-07,"NA"
"GB","4","1","DC",2020-03-04,NA,2020-03-08,"NA"
"GB","4","1","DC",2020-03-04,NA,2020-03-09,"0"
"GB","4","1","DC",2020-03-04,NA,2020-03-10,"0"
"GB","4","1","DC",2020-03-04,NA,2020-03-11,"2"
"GB","4","1","DC",2020-03-04,NA,2020-03-12,"1"
"GB","4","1","DC",2020-03-04,NA,2020-03-13,"0"
"GB","4","1","DC",2020-03-04,NA,2020-03-14,"NA"
"GB","4","1","DC",2020-03-04,NA,2020-03-15,"NA"
"GB","4","1","DC",2020-03-04,NA,2020-03-16,"0"
"GB","4","1","DC",2020-03-04,NA,2020-03-17,"0"
"GB","4","2","DC",2020-03-04,NA,2020-03-04,"36"
"GB","4","2","DC",2020-03-04,NA,2020-03-05,"3"
"GB","4","2","DC",2020-03-04,NA,2020-03-06,"2"
"GB","4","2","DC",2020-03-04,NA,2020-03-07,"NA"
"GB","4","2","DC",2020-03-04,NA,2020-03-08,"NA"
"GB","4","2","DC",2020-03-04,NA,2020-03-09,"0"
"GB","4","2","DC",2020-03-04,NA,2020-03-10,"0"
"GB","4","2","DC",2020-03-04,NA,2020-03-11,"0"
"GB","4","2","DC",2020-03-04,NA,2020-03-12,"0"
"GB","4","2","DC",2020-03-04,NA,2020-03-13,"0"
"GB","4","2","DC",2020-03-04,NA,2020-03-14,"NA"
"GB","4","2","DC",2020-03-04,NA,2020-03-15,"NA"
"GB","4","2","DC",2020-03-04,NA,2020-03-16,"0"
"GB","4","2","DC",2020-03-04,NA,2020-03-17,"0"
"GB","4","3","DC",2020-03-04,NA,2020-03-04,"26"
"GB","4","3","DC",2020-03-04,NA,2020-03-05,"0"
"GB","4","3","DC",2020-03-04,NA,2020-03-06,"1"
"GB","4","3","DC",2020-03-04,NA,2020-03-07,"NA"
"GB","4","3","DC",2020-03-04,NA,2020-03-08,"NA"
"GB","4","3","DC",2020-03-04,NA,2020-03-09,"0"
"GB","4","3","DC",2020-03-04,NA,2020-03-10,"0"
"GB","4","3","DC",2020-03-04,NA,2020-03-11,"0"
"GB","4","3","DC",2020-03-04,NA,2020-03-12,"0"
"GB","4","3","DC",2020-03-04,NA,2020-03-13,"0"
"GB","4","3","DC",2020-03-04,NA,2020-03-14,"NA"
"GB","4","3","DC",2020-03-04,NA,2020-03-15,"NA"
"GB","4","3","DC",2020-03-04,NA,2020-03-16,"0"
"GB","4","3","DC",2020-03-04,NA,2020-03-17,"1"
"GB","4","4","DC",2020-03-04,NA,2020-03-04,"31"
"GB","4","4","DC",2020-03-04,NA,2020-03-05,"7"
"GB","4","4","DC",2020-03-04,NA,2020-03-06,"0"
"GB","4","4","DC",2020-03-04,NA,2020-03-07,"NA"
"GB","4","4","DC",2020-03-04,NA,2020-03-08,"NA"
"GB","4","4","DC",2020-03-04,NA,2020-03-09,"0"
"GB","4","4","DC",2020-03-04,NA,2020-03-10,"0"
"GB","4","4","DC",2020-03-04,NA,2020-03-11,"1"
"GB","4","4","DC",2020-03-04,NA,2020-03-12,"0"
"GB","4","4","DC",2020-03-04,NA,2020-03-13,"0"
"GB","4","4","DC",2020-03-04,NA,2020-03-14,"NA"
"GB","4","4","DC",2020-03-04,NA,2020-03-15,"NA"
"GB","4","4","DC",2020-03-04,NA,2020-03-16,"0"
"GB","4","4","DC",2020-03-04,NA,2020-03-17,"0"
"GB","4","5","DC",2020-03-04,NA,2020-03-04,"39"
"GB","4","5","DC",2020-03-04,NA,2020-03-05,"0"
"GB","4","5","DC",2020-03-04,NA,2020-03-06,"1"
"GB","4","5","DC",2020-03-04,NA,2020-03-07,"NA"
"GB","4","5","DC",2020-03-04,NA,2020-03-08,"NA"
"GB","4","5","DC",2020-03-04,NA,2020-03-09,"0"
"GB","4","5","DC",2020-03-04,NA,2020-03-10,"0"
"GB","4","5","DC",2020-03-04,NA,2020-03-11,"0"
"GB","4","5","DC",2020-03-04,NA,2020-03-12,"0"
"GB","4","5","DC",2020-03-04,NA,2020-03-13,"0"
"GB","4","5","DC",2020-03-04,NA,2020-03-14,"NA"
"GB","4","5","DC",2020-03-04,NA,2020-03-15,"NA"
"GB","4","5","DC",2020-03-04,NA,2020-03-16,"0"
"GB","4","5","DC",2020-03-04,NA,2020-03-17,"0"
"GB","4","6","DC",2020-03-04,NA,2020-03-04,"34"
"GB","4","6","DC",2020-03-04,NA,2020-03-05,"1"
"GB","4","6","DC",2020-03-04,NA,2020-03-06,"0"
"GB","4","6","DC",2020-03-04,NA,2020-03-07,"NA"
"GB","4","6","DC",2020-03-04,NA,2020-03-08,"NA"
"GB","4","6","DC",2020-03-04,NA,2020-03-09,"0"
"GB","4","6","DC",2020-03-04,NA,2020-03-10,"0"
"GB","4","6","DC",2020-03-04,NA,2020-03-11,"0"
"GB","4","6","DC",2020-03-04,NA,2020-03-12,"0"
"GB","4","6","DC",2020-03-04,NA,2020-03-13,"0"
"GB","4","6","DC",2020-03-04,NA,2020-03-14,"NA"
"GB","4","6","DC",2020-03-04,NA,2020-03-15,"NA"
"GB","4","6","DC",2020-03-04,NA,2020-03-16,"0"
"GB","4","6","DC",2020-03-04,NA,2020-03-17,"0"
"GB","4","7","DC",2020-03-04,NA,2020-03-04,"38"
"GB","4","7","DC",2020-03-04,NA,2020-03-05,"0"
"GB","4","7","DC",2020-03-04,NA,2020-03-06,"1"
"GB","4","7","DC",2020-03-04,NA,2020-03-07,"NA"
"GB","4","7","DC",2020-03-04,NA,2020-03-08,"NA"
"GB","4","7","DC",2020-03-04,NA,2020-03-09,"1"
"GB","4","7","DC",2020-03-04,NA,2020-03-10,"0"
"GB","4","7","DC",2020-03-04,NA,2020-03-11,"0"
"GB","4","7","DC",2020-03-04,NA,2020-03-12,"0"
"GB","4","7","DC",2020-03-04,NA,2020-03-13,"1"
"GB","4","7","DC",2020-03-04,NA,2020-03-14,"NA"
"GB","4","7","DC",2020-03-04,NA,2020-03-15,"NA"
"GB","4","7","DC",2020-03-04,NA,2020-03-16,"0"
"GB","4","7","DC",2020-03-04,NA,2020-03-17,"0"
"GB","4","8","DC",2020-03-04,NA,2020-03-04,"27"
"GB","4","8","DC",2020-03-04,NA,2020-03-05,"1"
"GB","4","8","DC",2020-03-04,NA,2020-03-06,"0"
"GB","4","8","DC",2020-03-04,NA,2020-03-07,"NA"
"GB","4","8","DC",2020-03-04,NA,2020-03-08,"NA"
"GB","4","8","DC",2020-03-04,NA,2020-03-09,"0"
"GB","4","8","DC",2020-03-04,NA,2020-03-10,"0"
"GB","4","8","DC",2020-03-04,NA,2020-03-11,"0"
"GB","4","8","DC",2020-03-04,NA,2020-03-12,"0"
"GB","4","8","DC",2020-03-04,NA,2020-03-13,"0"
"GB","4","8","DC",2020-03-04,NA,2020-03-14,"NA"
"GB","4","8","DC",2020-03-04,NA,2020-03-15,"NA"
"GB","4","8","DC",2020-03-04,NA,2020-03-16,"0"
"GB","4","8","DC",2020-03-04,NA,2020-03-17,"0"
"GB","4","9","DC",2020-03-04,NA,2020-03-04,"38"
"GB","4","9","DC",2020-03-04,NA,2020-03-05,"0"
"GB","4","9","DC",2020-03-04,NA,2020-03-06,"0"
"GB","4","9","DC",2020-03-04,NA,2020-03-07,"NA"
"GB","4","9","DC",2020-03-04,NA,2020-03-08,"NA"
